codigo;descricao;estadual;chave;versao
28274919;Outros oxicloretos;18.00;C07872;23.2.A
28274921;Hidroxicloretos de aluminio;18.00;C07872;23.2.A
28274929;Outros hidroxicloretos;18.00;C07872;23.2.A
28275100;Brometos de sodio ou de potassio;18.00;C07872;23.2.A
28275900;Outros brometos e oxibrometos;18.00;C07872;23.2.A
28276011;Iodetos de sodio;18.00;C07872;23.2.A
28276012;Iodetos de potassio;18.00;C07872;23.2.A
28276019;Outros iodetos;18.00;C07872;23.2.A
28276021;Oxiiodetos de potassio;18.00;C07872;23.2.A
28276029;Outros oxiiodetos;18.00;C07872;23.2.A
28281000;Hipocloritos de calcio,incl.o comercial;18.00;C07872;23.2.A
28289011;Hipocloritos de sodio;18.00;C07872;23.2.A
28289019;Outros hipocloritos;18.00;C07872;23.2.A
28289020;Clorito de sodio;18.00;C07872;23.2.A
28289090;Outros cloritos e hipobromitos;18.00;C07872;23.2.A
28291100;Cloratos de sodio;18.00;C07872;23.2.A
28291910;Cloratos de calcio;18.00;C07872;23.2.A
28291920;Cloratos de potassio;18.00;C07872;23.2.A
28291990;Outros cloratos;18.00;C07872;23.2.A
28299011;Bromatos de sodio;18.00;C07872;23.2.A
28299012;Bromatos de potassio;18.00;C07872;23.2.A
28299019;Outros bromatos;18.00;C07872;23.2.A
28299021;Perbromatos de sodio;18.00;C07872;23.2.A
28299022;Perbromatos de potassio;18.00;C07872;23.2.A
28299029;Outros perbromatos;18.00;C07872;23.2.A
28299031;Iodatos de potassio;18.00;C07872;23.2.A
28299032;Iodatos de calcio;18.00;C07872;23.2.A
28299039;Outros iodatos;18.00;C07872;23.2.A
28299040;Periodatos;18.00;C07872;23.2.A
28299050;Percloratos;18.00;C07872;23.2.A
28301010;Sulfeto de dissodio;18.00;C07872;23.2.A
28301020;Sulfeto de monossodio (hidrogenossulfeto de sodio);18.00;C07872;23.2.A
28309011;Sulfetos de molibnedio iv (dissulfeto de molibdenio);18.00;C07872;23.2.A
28309012;Sulfeto de bario;18.00;C07872;23.2.A
28309013;Sulfeto de potassio;18.00;C07872;23.2.A
28309014;Sulfeto de chumbo;18.00;C07872;23.2.A
28309015;Sulfeto de estroncio;18.00;C07872;23.2.A
28309016;Sulfeto de zinco;18.00;C07872;23.2.A
28309019;Outros sulfetos;18.00;C07872;23.2.A
28309020;Polissulfetos;18.00;C07872;23.2.A
28311011;Ditionitos (hidrossulfitos) de sodio estabilizados;18.00;C07872;23.2.A
28311019;Outros ditionitos (hidrossulfitos) de sodio;18.00;C07872;23.2.A
28311021;Sulfoxilatos de sodio,estabilizados com formaldeido;18.00;C07872;23.2.A
28311029;Outros sulfoxilatos de sodio;18.00;C07872;23.2.A
28319010;Ditionito de zinco;18.00;C07872;23.2.A
28319090;Outros ditionitos e sulfoxilatos;18.00;C07872;23.2.A
28321010;Sulfito de dissodio;18.00;C07872;23.2.A
28321090;Outros sulfitos de sodio;18.00;C07872;23.2.A
28322000;Outros sulfitos;18.00;C07872;23.2.A
28323010;Tiossulfato de amonio;18.00;C07872;23.2.A
28323020;Tiossulfato de sodio;18.00;C07872;23.2.A
28323090;Outros tiossulfatos;18.00;C07872;23.2.A
28331110;Sulfato dissodico anidro;18.00;C07872;23.2.A
28331190;Outros sulfatos dissodicos;18.00;C07872;23.2.A
28331900;Outros sulfatos de sodio;18.00;C07872;23.2.A
28332100;Sulfato de magnesio;18.00;C07872;23.2.A
28332200;Sulfato de aluminio;18.00;C07872;23.2.A
28332400;Sulfato de niquel;18.00;C07872;23.2.A
28332510;Sulfato cuproso;18.00;C07872;23.2.A
28332520;Sulfato cuprico;18.00;C07872;23.2.A
28332710;Sulfato de bario com teor em peso>=97.5% de baso4;18.00;C07872;23.2.A
28332790;Outros sulfatos de bario;18.00;C07872;23.2.A
28332910;Sulfato de antimonio;18.00;C07872;23.2.A
28332920;Sulfato de litio;18.00;C07872;23.2.A
28332930;Sulfato de estroncio;18.00;C07872;23.2.A
28332940;Sulfato ferroso;18.00;C07872;23.2.A
28332950;Sulfato neutro de chumbo;18.00;C07872;23.2.A
28332960;Sulfato de cromo;18.00;C07872;23.2.A
28332970;Sulfato de zinco;18.00;C07872;23.2.A
28332990;Outros sulfatos;18.00;C07872;23.2.A
28333000;Alumes;18.00;C07872;23.2.A
28334010;Peroxossulfato (persulfato) de sodio;18.00;C07872;23.2.A
28334020;Peroxossulfato (persulfato) de amonio;18.00;C07872;23.2.A
28334090;Outros peroxossulfatos (persulfatos);18.00;C07872;23.2.A
28341010;Nitrito de sodio;18.00;C07872;23.2.A
28341090;Outros nitritos;18.00;C07872;23.2.A
28342110;Nitrato de potassio,com teor em peso<=98% de kno3;18.00;C07872;23.2.A
28342190;Outros nitratos de potassio;18.00;C07872;23.2.A
28342910;Nitrato de calcio com teor em peso<=16% de nitrogenio;18.00;C07872;23.2.A
28342930;Nitrato de aluminio;18.00;C07872;23.2.A
28342940;Nitrato de litio;18.00;C07872;23.2.A
28342990;Outros nitratos;18.00;C07872;23.2.A
28351011;Fosfinato (hipofosfito) de sodio;18.00;C07872;23.2.A
28351019;Outros fosfinatos (hipofosfitos);18.00;C07872;23.2.A
28351021;Fosfonato (fosfito) dibasico de chumbo;18.00;C07872;23.2.A
28351029;Outros fosfonatos (fosfitos);18.00;C07872;23.2.A
28352200;Fosfato mono ou dissodico;18.00;C07872;23.2.A
28352400;Fosfato de potassio;18.00;C07872;23.2.A
28352500;Fosfato hidrogeno-ortofosfato de calcio (dicalcico);18.00;C07872;23.2.A
28352600;Outros fosfatos de calcio;18.00;C07872;23.2.A
28352910;Fosfato de ferro;18.00;C07872;23.2.A
28352920;Fosfato de cobalto;18.00;C07872;23.2.A
28352930;Fosfato de cobre;18.00;C07872;23.2.A
28352940;Fosfato de cromo;18.00;C07872;23.2.A
28352950;Fosfato de estroncio;18.00;C07872;23.2.A
28352960;Fosfato de manganes;18.00;C07872;23.2.A
28352970;Fosfato de triamonio;18.00;C07872;23.2.A
28352980;Fosfato de trissodio;18.00;C07872;23.2.A
28352990;Outros fosfatos;18.00;C07872;23.2.A
28353110;Trifosfato de sodio (tripolifosfato de sodio) grau alimenticio, de acordo com o estabelecido pela fao-oms ou pelo fcc (food chemical codex);18.00;C07872;23.2.A
28353190;Outros trifosfato de sodio (tripolifosfato de sodio);18.00;C07872;23.2.A
28353910;Metafosfatos de sodio;18.00;C07872;23.2.A
28353920;Pirofosfatos de sodio;18.00;C07872;23.2.A
28353930;Pirofosfato de zinco;18.00;C07872;23.2.A
28353990;Outros polifosfatos;18.00;C07872;23.2.A
28362010;Carbonato dissodico anidro;18.00;C07872;23.2.A
28362090;Outros carbonatos dissodicos;18.00;C07872;23.2.A
28363000;Hidrogenocarbonato (bicarbonato) de sodio;18.00;C07872;23.2.A
28364000;Carbonatos de potassio;18.00;C07872;23.2.A
28365000;Carbonato de calcio;18.00;C07872;23.2.A
28366010;Carbonato de bario, com um teor de Baco3 superior ou igual a 98% em peso;18.00;C07872;23.2.A
28366090;Carbonato de bario, outros;18.00;C07872;23.2.A
28369100;Carbonatos de litio;18.00;C07872;23.2.A
28369200;Carbonato de estroncio;18.00;C07872;23.2.A
28369911;Carbonato de magnesio com densidade<200kg/m3;18.00;C07872;23.2.A
28369912;Carbonato de zirconio;18.00;C07872;23.2.A
28369913;Carbonatos de amonio inclusive o comercial;18.00;C07872;23.2.A
28369919;Outros carbonatos;18.00;C07872;23.2.A
28369920;Peroxocarbonatos (percarbonatos);18.00;C07872;23.2.A
28371100;Cianeto e oxicianeto de sodio;18.00;C07872;23.2.A
28371911;Cianeto de potassio;18.00;C07872;23.2.A
28371912;Cianeto de zinco;18.00;C07872;23.2.A
28371914;Cianeto de cobre i (cianeto cuproso);18.00;C07872;23.2.A
28371915;Cianeto de cobre ii (cianeto cuprico);18.00;C07872;23.2.A
28371919;Outros cianetos;18.00;C07872;23.2.A
28371920;Oxicianetos;18.00;C07872;23.2.A
28372011;Ferrocianeto de sodio;18.00;C07872;23.2.A
28372012;Ferrocianeto de ferro ii (ferrocianeto ferroso);18.00;C07872;23.2.A
28372019;Outros ferrocianetos;18.00;C07872;23.2.A
28372021;Ferricianeto de potassio;18.00;C07872;23.2.A
28372022;Ferricianeto de ferro ii (ferricianeto ferroso);18.00;C07872;23.2.A
28372023;Ferricianeto de ferro iii (ferricianeto ferrico);18.00;C07872;23.2.A
28372029;Outros ferricianetos;18.00;C07872;23.2.A
28372090;Outros cianetos complexos;18.00;C07872;23.2.A
28391100;Metassilicatos de sodio;18.00;C07872;23.2.A
28391900;Outros silicatos de sodio;18.00;C07872;23.2.A
28399010;Silicato de magnesio;18.00;C07872;23.2.A
28399020;Silicato de aluminio;18.00;C07872;23.2.A
28399030;Silicato de zirconio;18.00;C07872;23.2.A
28399040;Silicato de chumbo;18.00;C07872;23.2.A
28399050;Silicato de potassio;18.00;C07872;23.2.A
28399090;Outros silicatos;18.00;C07872;23.2.A
28401100;Tetraborato dissodico (borax refinado) anidro;18.00;C07872;23.2.A
28401900;Outros tetraboratos dissodicos (borax refinado);18.00;C07872;23.2.A
28402000;Outros boratos;18.00;C07872;23.2.A
28403000;Peroxoboratos (perboratos);18.00;C07872;23.2.A
28413000;Dicromato de sodio;18.00;C07872;23.2.A
28415011;Cromato de amonio e dicromato de amonio;18.00;C07872;23.2.A
28415012;Cromato de potassio;18.00;C07872;23.2.A
28415013;Cromato de sodio;18.00;C07872;23.2.A
28415014;Dicromato de potassio;18.00;C07872;23.2.A
28415015;Cromatos de zinco;18.00;C07872;23.2.A
28415016;Cromatos de chumbo;18.00;C07872;23.2.A
28415019;Outros cromatos e dicromatos;18.00;C07872;23.2.A
28415020;Peroxocromatos;18.00;C07872;23.2.A
28416100;Permanganato de potassio;18.00;C07872;23.2.A
28416910;Manganitos;18.00;C07872;23.2.A
28416920;Manganatos;18.00;C07872;23.2.A
28416930;Outros permanganatos;18.00;C07872;23.2.A
28417010;Molibdato de amonio;18.00;C07872;23.2.A
28417020;Molibdato de sodio;18.00;C07872;23.2.A
28417090;Outros molibdatos;18.00;C07872;23.2.A
28418010;Tungstato (volframato) de amonio;18.00;C07872;23.2.A
28418020;Tungstato (volframato) de chumbo;18.00;C07872;23.2.A
28418090;Outros tungstatos (volframatos);18.00;C07872;23.2.A
28419011;Titanato de chumbo;18.00;C07872;23.2.A
28419012;Titanatos de bario ou de bismuto;18.00;C07872;23.2.A
28419013;Titanatos de calcio ou de estroncio;18.00;C07872;23.2.A
28419014;Titanato de magnesio;18.00;C07872;23.2.A
28419015;Titanatos de lantanio ou de neodimio;18.00;C07872;23.2.A
28419019;Outros titanatos;18.00;C07872;23.2.A
28419021;Ferrito de bario;18.00;C07872;23.2.A
28419022;Ferrito de estroncio;18.00;C07872;23.2.A
28419029;Outros ferritos e ferratos;18.00;C07872;23.2.A
28419030;Vanadatos;18.00;C07872;23.2.A
28419041;Estanato de bario;18.00;C07872;23.2.A
28419042;Estanato de bismuto;18.00;C07872;23.2.A
28419043;Estanato de calcio;18.00;C07872;23.2.A
28419049;Outros estanatos;18.00;C07872;23.2.A
28419050;Plumbatos;18.00;C07872;23.2.A
28419060;Antimoniatos;18.00;C07872;23.2.A
28419070;Zincatos;18.00;C07872;23.2.A
28419081;Aluminato de sodio;18.00;C07872;23.2.A
28419082;Aluminato de magnesio;18.00;C07872;23.2.A
28419083;Aluminato de bismuto;18.00;C07872;23.2.A
28419089;Outros aluminatos;18.00;C07872;23.2.A
28419090;Outs.sais dos acidos oxometalicos ou peroxometalicos;18.00;C07872;23.2.A
28421010;Zeolitas dos tipos utilizados como trocadores de ions para tratamento de agua;18.00;C07872;23.2.A
28421090;Outs silicatos duplos ou complexos;18.00;C07872;23.2.A
28429000;Outros sais dos acidos ou peroxoacidos inorganicos;18.00;C07872;23.2.A
28431000;Metais preciosos no estado coloidal;18.00;C07872;23.2.A
28432100;Nitrato de prata;18.00;C07872;23.2.A
28432910;Vitelinato de prata;18.00;C07872;23.2.A
28432990;Outros compostos de prata;18.00;C07872;23.2.A
28433010;Sulfeto de ouro em dispersao de gelatina;18.00;C07872;23.2.A
28433090;Outros compostos de ouro;18.00;C07872;23.2.A
28439011;Dexormaplatina, enloplatina, iproplatina, lobaplatina, miboplatina, ormaplatina, sebriplatina e zeniplatina , apresentados como medicamentos;18.00;C07872;23.2.A
28439019;Outs.compostos, amalgamas;18.00;C07872;23.2.A
28439020;Tricloreto de rutenio em solucao aquosa com uma concentracao igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso;18.00;C07872;23.2.A
28439030;Acido hexacloroiridico em solucao aquosa com uma concentracao igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso;18.00;C07872;23.2.A
28439090;Outs.compostos inorg/org.amalgamas,de metais preciosos;18.00;C07872;23.2.A
28441000;Uranio natural e seus compostos,ligas, dispersoes,etc.;18.00;C07872;23.2.A
28442000;Uranio enriquecido em u235,plutonio,seus compostos,etc.;18.00;C07872;23.2.A
28443000;Uranio empobrecido em u235,torio,seus compostos,etc.;18.00;C07872;23.2.A
28444100;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444200;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444310;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444320;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444330;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444390;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28444400;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos elementos quimicos radioativos e isotopos radioativos incluindo os elementos quimicos e isotopos fissei;18.00;C07872;23.2.A
28445000;Elementos combustiveis,usados,de reatores nucleares;18.00;C07872;23.2.A
28451000;Agua pesada (oxido de deuterio);18.00;C07872;23.2.A
28452000;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos isotopos nao incluidos na posicao 28 44 seus compostos inorga nicos ou organicos de constituicao quimic;18.00;C07872;23.2.A
28453000;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos isotopos nao incluidos na posicao 28 44 seus compostos inorga nicos ou organicos de constituicao quimic;18.00;C07872;23.2.A
28454000;Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos isotopos nao incluidos na posicao 28 44 seus compostos inorga nicos ou organicos de constituicao quimic;18.00;C07872;23.2.A
28459000;Outs.isotopos e seus compostos inorganicos ou organicos;18.00;C07872;23.2.A
28461010;Oxido cerico;18.00;C07872;23.2.A
28461090;Outros compostos de cerio;18.00;C07872;23.2.A
28469010;Oxido de praseodimio;18.00;C07872;23.2.A
28469020;Cloretos dos demais metais das terras raras;18.00;C07872;23.2.A
28469030;Gadopentetato de dimeglumina;18.00;C07872;23.2.A
28469090;Outs.compostos dos metais das terras raras,de itrio,etc;18.00;C07872;23.2.A
28470000;Peroxido de hidrogenio (agua oxigenada);18.00;C07872;23.2.A
28491000;Carboneto de calcio;18.00;C07872;23.2.A
28492000;Carboneto de silicio;18.00;C07872;23.2.A
28499010;Carboneto de boro;18.00;C07872;23.2.A
28499020;Carboneto de tantalo;18.00;C07872;23.2.A
28499030;Carboneto de tungstenio (volframio);18.00;C07872;23.2.A
28499090;Outros carbonetos de constituicao quimica definida ou n;18.00;C07872;23.2.A
28500010;Nitreto de boro;18.00;C07872;23.2.A
28500020;Silicieto de calcio;18.00;C07872;23.2.A
28500090;Hidretos,azidas,boretos e outs.nitretos e silicietos;18.00;C07872;23.2.A
28521011;Oxidos de mercurio, inorganicos;18.00;C07872;23.2.A
28521012;Cloreto de mercurio i (cloreto mercuroso);18.00;C07872;23.2.A
28521013;Outs.preparacoes quimicas p/usos fotograficos, etc.;18.00;C07872;23.2.A
28521014;Cloreto de mercurio ii (cloreto mercurico), apresentado de outro modo;18.00;C07872;23.2.A
28521019;Outros compostos inorganicos do mercurio;18.00;C07872;23.2.A
28521021;Acetato de mercurio;18.00;C07872;23.2.A
28521022;Timerosal;18.00;C07872;23.2.A
28521023;Estearato de mercurio;18.00;C07872;23.2.A
28521024;Lactato de mercurio;18.00;C07872;23.2.A
28521025;Salicilato de mercurio;18.00;C07872;23.2.A
28521029;Outros compostos organicos de mercurio;18.00;C07872;23.2.A
28529000;Outros compostos de mercurio;18.00;C07872;23.2.A
28531000;Cloreto de cianogenio (clorociano);18.00;C07872;23.2.A
28539011;De aluminio;18.00;C07872;23.2.A
28539012;De magnesio;18.00;C07872;23.2.A
28539013;De cobre (fosfetos de cobre), contendo mais de 15 %, em peso, de fosforo;18.00;C07872;23.2.A
28539019;Outros;18.00;C07872;23.2.A
28539020;Cianamida e seus derivados metalicos;18.00;C07872;23.2.A
28539030;Sulfocloretos de fosforo;18.00;C07872;23.2.A
28539090;Outros;18.00;C07872;23.2.A
28539090;Outros;18.00;C07872;23.2.A
29011000;Hidrocarbonetos aciclicos saturados;2.00;C07872;23.2.A
29012100;Etileno nao saturado;2.00;C07872;23.2.A
29012200;Propeno (propileno) nao saturado;2.00;C07872;23.2.A
29012300;Buteno (butileno) nao saturado e seus isomeros;2.00;C07872;23.2.A
29012410;Buta-1,3-dieno nao saturado;2.00;C07872;23.2.A
29012420;Isopreno nao saturado;2.00;C07872;23.2.A
29012900;Outros hidrocarbonetos aciclicos nao saturados;2.00;C07872;23.2.A
29021100;Cicloexano;2.00;C07872;23.2.A
29021910;Limoneno;2.00;C07872;23.2.A
29021990;Outs.hidrocarbonetos ciclanicos,ciclenicos,cicloterpen.;2.00;C07872;23.2.A
29022000;Benzeno;2.00;C07872;23.2.A
29023000;Tolueno;2.00;C07872;23.2.A
29024100;O-xileno;2.00;C07872;23.2.A
29024200;M-xileno;2.00;C07872;23.2.A
29024300;P-xileno;2.00;C07872;23.2.A
29024400;Mistura de isomeros do xileno;2.00;C07872;23.2.A
29025000;Estireno;2.00;C07872;23.2.A
29026000;Etilbenzeno;2.00;C07872;23.2.A
29027000;Cumeno;2.00;C07872;23.2.A
29029010;Difenila (1,1-bifenila);2.00;C07872;23.2.A
29029020;Naftaleno (hidrocarboneto ciclico);2.00;C07872;23.2.A
29029030;Antraceno;2.00;C07872;23.2.A
29029040;Alfa-metilestireno;2.00;C07872;23.2.A
29029090;Outros hidrocarbonetos ciclicos;2.00;C07872;23.2.A
29031110;Clorometano (cloreto de metila);2.00;C07872;23.2.A
29031120;Cloroetano (cloreto de etila);2.00;C07872;23.2.A
29031200;Diclorometano (cloreto de metileno);2.00;C07872;23.2.A
29031300;Cloroformio (triclorometano);2.00;C07872;23.2.A
29031400;Tetracloreto de carbono;2.00;C07872;23.2.A
29031500;1,2-dicloroetano (cloreto de etileno);2.00;C07872;23.2.A
29031910;1,1,1-tricloroetano (metilcloroformio);2.00;C07872;23.2.A
29031920;1,1,2-tricloroetano;2.00;C07872;23.2.A
29031990;Outs.derivs.clorados saturados dos hidrocarb.aciclicos;2.00;C07872;23.2.A
29032100;Cloreto de vinila (cloroetileno);2.00;C07872;23.2.A
29032200;Tricloroetileno;2.00;C07872;23.2.A
29032300;Tetracloroetileno (percloroetileno);2.00;C07872;23.2.A
29032910;Hexaclorobutadieno;2.00;C07872;23.2.A
29032990;Outros;2.00;C07872;23.2.A
29034100;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Trifluorometano HFc 23;2.00;C07872;23.2.A
29034200;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Difluorometano HFc 32 ;2.00;C07872;23.2.A
29034300;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Fluorometano HFc 41 1 2 difluoroetano HFc 152 e 1 1 difluoroetano HFc 152a ;2.00;C07872;23.2.A
29034400;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Pentafluoroetano HFc 125 1 1 1 trifluoroetano HFc 143a e 1 1 2 trifluoroetano HFc 143 ;2.00;C07872;23.2.A
29034510;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 1 2 Tetrafluoroetano HFc 134a ;2.00;C07872;23.2.A
29034520;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 2 2 Tetrafluoroetano HFc 134 ;2.00;C07872;23.2.A
29034600;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 1 2 3 3 3 Heptafluoropropano HFc 227ea 1 1 1 2 2 3 hexafluoropropano HFc 236cb 1 1 1 2 3 3 hexafluoropropano HFc 236ea e 1 1 1 3 3 3 hexafluoropropano HFc 236fa ;2.00;C07872;23.2.A
29034700;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 1 3 3 Pentafluoropropano HFc 245fa e 1 1 2 2 3 pentafluoropropano HFc 245ca ;2.00;C07872;23.2.A
29034800;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 1 3 3 Pentafluorobutano HFc 365mfc e 1 1 1 2 2 3 4 5 5 5 decafluoropentano HFc 43 10mee ;2.00;C07872;23.2.A
29034900;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos outros;2.00;C07872;23.2.A
29035100;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 2 3 3 3 Tetrafluoropropeno HFo 1234yf 1 3 3 3 tetrafluoropropeno HFo 1234ze e Z 1 1 1 4 4 4 hexafluoro 2 buteno HFo 1336mzz ;2.00;C07872;23.2.A
29035910;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos 1 1 3 3 3 Pentafluoro 2 trifluorometil prop 1 eno;2.00;C07872;23.2.A
29035990;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos outros;2.00;C07872;23.2.A
29036100;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Brometo de metila bromometano ;2.00;C07872;23.2.A
29036200;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos Dibrometo de etileno iSo 1 2 dibromoetano ;2.00;C07872;23.2.A
29036910;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos iodoetano;2.00;C07872;23.2.A
29036920;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos iodoformio;2.00;C07872;23.2.A
29036990;Produtos quimicos organicos Derivados halogenados dos hidrocarbonetos outros;2.00;C07872;23.2.A
29037100;Clorodifluormetano;2.00;C07872;23.2.A
29037200;Diclorotrifluoretanos;2.00;C07872;23.2.A
29037300;Diclorofluoretanos;2.00;C07872;23.2.A
29037400;Clorodifluoretanos;2.00;C07872;23.2.A
29037500;Dicloropentafluorpropanos;2.00;C07872;23.2.A
29037600;Bromoclorodifluormetano,bromotrifluormetano,etc.;2.00;C07872;23.2.A
29037711;Triclorofluormetano;2.00;C07872;23.2.A
29037712;Diclorodifluormetano;2.00;C07872;23.2.A
29037713;Clorotrifluormetano;2.00;C07872;23.2.A
29037721;Triclorotrifluoretanos;2.00;C07872;23.2.A
29037722;Diclorotetrafluoretanos e cloropentafluoretano;2.00;C07872;23.2.A
29037723;Pentaclorofluoretano;2.00;C07872;23.2.A
29037724;Tetraclorodifluoretanos;2.00;C07872;23.2.A
29037731;Heptaclorofluorpropanos;2.00;C07872;23.2.A
29037732;Hexaclorodifluorpropanos;2.00;C07872;23.2.A
29037733;Pentaclorotrifluorpropanos;2.00;C07872;23.2.A
29037734;Tetraclorotetrafluorpropanos;2.00;C07872;23.2.A
29037735;Tricloropentafluorpropanos;2.00;C07872;23.2.A
29037736;Dicloroexafluorpropanos;2.00;C07872;23.2.A
29037737;Cloroeptafluorpropanos;2.00;C07872;23.2.A
29037790;Outros derivados peralogenados, unicamente com fluor e cloro;2.00;C07872;23.2.A
29037800;Outs.derivs.peralogen.dos hidroc.acicl.c/2 halog.difer.;2.00;C07872;23.2.A
29037911;Clorofluoretanos;2.00;C07872;23.2.A
29037912;Clorotetrafluoretanos;2.00;C07872;23.2.A
29037919;Outs.derivs.do metano,etano,etc.halogen. c/fluor e cloro;2.00;C07872;23.2.A
29037920;Derivs.do metano,etano,propano,halogen. c/fluor e bromo;2.00;C07872;23.2.A
29037931;Halotano (bromoclorotrifluoretano);2.00;C07872;23.2.A
29037939;Outros derivados do bromoclorotrifluoretano;2.00;C07872;23.2.A
29037990;Outs.derivs.halogen.dos hidroc.acicl.c/2 halogen.difer.;2.00;C07872;23.2.A
29038110;Lindano (1,2,3,4,5,6-hexaclorocicloexano);2.00;C07872;23.2.A
29038120;Alfa-Hexaclorocicloexano;2.00;C07872;23.2.A
29038130;Beta-Hexaclorocicloexano;2.00;C07872;23.2.A
29038190;Outs.derivados do 1,2,3,4,5,6-hexaclorocicloexano;2.00;C07872;23.2.A
29038210;Aldrin (deriv.halogen.dos hidrocarbon. ciclanicos,etc.);2.00;C07872;23.2.A
29038220;Clordano;2.00;C07872;23.2.A
29038230;Heptacloro (deriv.halogen.dos hidrocarb. ciclanicos,etc);2.00;C07872;23.2.A
29038300;Mirex (iso);2.00;C07872;23.2.A
29038910;Hexabromociclododecano;2.00;C07872;23.2.A
29038990;Outros;2.00;C07872;23.2.A
29039110;Clorobenzeno;2.00;C07872;23.2.A
29039120;O-diclorobenzeno;2.00;C07872;23.2.A
29039130;P-diclorobenzeno;2.00;C07872;23.2.A
29039210;Hexaclorobenzeno;2.00;C07872;23.2.A
29039220;Ddt [1,1,1-tricloro-2,2-bis(p-clorofenil)etano];2.00;C07872;23.2.A
29039300;Pentaclorobenzeno (iso);2.00;C07872;23.2.A
29039400;Hexabromobifenilas;2.00;C07872;23.2.A
29039911;Cloreto de benzila;2.00;C07872;23.2.A
29039912;P-clorotolueno;2.00;C07872;23.2.A
29039913;Cloreto de neofila;2.00;C07872;23.2.A
29039914;Triclorobenzenos;2.00;C07872;23.2.A
29039915;Cloronaftalenos;2.00;C07872;23.2.A
29039916;Cloreto de benzilideno;2.00;C07872;23.2.A
29039917;Cloretos de xilila;2.00;C07872;23.2.A
29039918;Bifenilas policloradas (pcb), terfenilas policloradas (pct);2.00;C07872;23.2.A
29039919;Outros derivs.halogen.dos hidrocarb. aromaticos unicamente com clor;2.00;C07872;23.2.A
29039921;Bromobenzeno;2.00;C07872;23.2.A
29039922;Brometos de xilila;2.00;C07872;23.2.A
29039923;Bromodifenilmetano;2.00;C07872;23.2.A
29039924;Bifenilas polibromadas (pbb);2.00;C07872;23.2.A
29039929;Outs.derivs.halogenados de hidrocarb.aromaticos unicamente c/bromo;2.00;C07872;23.2.A
29039931;4-cloro-alfa,alfa,alfa-trifluortolueno;2.00;C07872;23.2.A
29039939;Outs.derivs.halogen.de hidrocarb.aromat.c/cloro e fluor;2.00;C07872;23.2.A
29039990;Outs.derivs.halogenados dos hidrocarbonetos aromaticos;2.00;C07872;23.2.A
29041011;Acido metanossulfonico;2.00;C07872;23.2.A
